label,prediction
1,0.9992211324307099
0,0.052367157403767225
0,0.015456556630496901
0,0.03861725967534445
0,2.6622199081279806e-05
1,0.9882361298526393
1,0.9993936766534269
1,0.9752526236928619
1,0.9995904102510743
0,0.0052100322053089095
0,0.2684591629789161
1,0.9664729268010701
0,0.00027770888293349
0,0.00028141935340590457
0,0.00017224152940323133
0,0.30328681605636715
0,0.0002353528054688481
1,0.9912770783837722
1,0.3763561760134516
1,0.9776897976814263
1,0.31364489641502674
0,0.00011288062522732273
0,0.058677914585479836
1,0.3676312479172791
0,0.05436395183929132
1,0.7050410996131737
0,0.0005407834296648087
0,0.062118941888316466
0,0.057170116101219574
1,0.7288943280082248
1,0.9969437564309485
0,0.19269967968481783
0,0.001924593428184456
0,3.440302223589632e-05
0,0.011771971787181547
1,0.9941272494504729
1,0.9999733794576481
0,0.24989449040476133
1,0.9328586817133855
0,0.367628923456497
1,0.9755774559744276
1,0.9998277338111577
1,0.999834826880202
1,0.9965102043668357
1,0.8548531625455079
1,0.9782984969984868
1,0.9995797747940869
1,0.9635987267989001
0,0.0015069773315234927
1,0.9999520127657814
1,0.999773306408754
0,0.778720429909242
0,0.0005285759041199997
0,0.006984834801552659
0,0.003633678365081012
0,8.021416679713677e-05
1,0.7326085247585891
0,0.034016281890091954
0,0.0004397413830398628
0,0.2906515220621879
1,0.9592321794627909
0,0.020203904114329204
1,0.9755460615002047
1,0.9976098882850062
0,0.005404832080754062
0,0.0842774238184915
1,0.9943574183674061
1,0.9965286051463581
1,0.9333310960629706
1,0.9148941987351069
0,0.00019442957549577116
1,0.9956610934276259
1,0.900790599595739
1,0.9692300167941426
1,0.9961779063788752
0,0.33688587764945643
0,0.009318753793984958
1,0.993327112100458
0,0.010004437151304866
0,8.206765008505873e-06
0,0.16647257891527323
1,0.9994956416593248
1,0.9937528188801623
1,0.9771988051889456
1,0.9971540256736572
0,0.6870103570861681
0,0.26303026673830643
1,0.9999943937015224
1,0.6896200899277338
1,0.2724774177878678
0,0.004338715299071327
0,0.04719795990689384
1,0.9926640773575379
0,0.0012861179821016691
0,0.00885756569462289
0,0.06583865917616989
1,0.9998803111532639
0,0.00993555315153521
0,0.00018495030583548175
1,0.9935505667523491
1,0.9083516201132886
1,0.9673236210227051
0,0.10583013073571629
0,0.0014529901977024871
0,0.35359846345616053
0,0.9635216522378082
1,0.9682965036945923
0,0.011348648731264637
0,0.09422551666104048
0,0.00014573733580728988
1,0.9979372594135469
0,5.944388988341817e-05
1,0.9990237569700976
1,0.9991750623954473
0,0.00312339696618983
0,0.008723130132231157
0,0.013098276497065882
1,0.9978793623599773
1,0.9996956000794287
1,0.6545484358400044
0,0.005104873773887466
1,0.9911063737338102
0,0.011894093763164318
0,0.05708562518464071
0,0.0013726139993997795
0,0.04890324025964687
1,0.8304556454600812
0,0.039674170455649284
0,0.00011737511234411981
1,0.9675697817853773
1,0.8126613609632917
1,0.9953833582804217
1,0.9851098130634426
1,0.9183674922501388
1,0.6494088413040292
1,0.999543261788229
0,0.0055343474149943655
1,0.06697950863031647
0,0.0040736150323386925
0,0.29947282872485526
0,0.06117976260304531
1,0.14235204058836545
0,0.8837929640050712
0,0.06214115367538531
0,0.0438553668665536
0,0.0070979995705774115
0,0.19240418126440745
0,0.02441555418054208
0,0.004385291635956355
0,0.02514741561086986
1,0.9054638832725527
0,0.007518985031910647
1,0.6279386436840979
1,0.9528227602303772
1,0.9992863121074639
0,0.0003121774347111125
0,9.617103164328746e-05
1,0.9480676942712815
1,0.9977207748071368
0,9.899137912075602e-06
0,0.014545566515108865
0,0.0035934695127200675
1,0.9975657572070632
1,0.9512635311393715
0,2.8066281004572203e-05
0,0.2491055521511201
0,0.008364377637604009
0,0.1895644993584318
1,0.9983113565352886
0,0.018913853333704565
1,0.7475189079659308
0,0.0006786615949746361
1,0.9801668680194902
0,0.016497117859784416
0,0.8660182066613905
1,0.9853716407385826
1,0.9474642938186848
1,0.9761648190514431
0,0.003247585206924977
0,0.0027352817295451027
1,0.9992001076686955
0,0.0006506180845572369
0,0.00766196117457376
0,0.2571715394696228
0,0.002217669574154588
0,0.0029228880946406857
0,0.026997331354595047
0,0.02748789859468815
1,0.9973182163401559
1,0.9764335050804369
1,0.7128161477907476
0,0.6535775575274316
0,0.005048396417419499
1,0.9990028088959125
0,0.11291846506308624
0,0.0192872888509452
1,0.9978945558996872
0,0.017823975963442342
1,0.999894938949833
1,0.9878223875458272
0,1.5600148605650253e-05
1,0.9953654852970333
1,0.9948435833966196
0,0.006556510856837875
1,0.6995541549690008
1,0.9996466145656737
0,0.0019800398302005123
0,0.016157667365499635
1,0.9985593902313008
0,0.01076680015597493
0,0.005216867201504427
0,0.0042618905994158225
1,0.9634246488294298
0,0.22016395523602894
0,0.009511596599908837
0,0.31536027831706653
0,0.005200529297557752
1,0.9992561140018502
1,0.9629262177559266
0,0.0005719255261819374
1,0.015048006503671617
1,0.9993503371348101
0,0.002399951803397251
0,0.07442785628525328
0,0.005670195627271441
0,0.0760431926081729
0,0.08199847301442303
0,0.008055091133219002
1,0.7265272478449754
1,0.9926991752352292
0,0.0003796647952626842
1,0.6179885776899656
1,0.5098346576580487
0,0.38623855087247566
1,0.5612810172699232
0,0.09382613452181734
1,0.954830894289498
0,0.0020208746726742247
1,0.9999846613372624
1,0.9661605338720006
1,0.836072630888887
1,0.9996812862656556
0,0.0001140620119502508
1,0.6785057162841972
1,0.9832479107715487
1,0.9805558012939373
0,0.053147561571830315
0,0.13282108452433586
1,0.9999654082809298
0,0.1289685779181172
1,0.9996680104479372
1,0.9999894100136091
1,0.9937876941292653
1,0.9999925718359448
1,0.8608467397077837
0,0.013399782339374557
1,0.931091474975262
1,0.9998062068587168
