label,prediction
1,0.999684112222737
1,0.9938458774172914
1,0.07732181739179601
0,0.0018973748074932728
0,7.919191884134967e-05
0,0.003913912186749236
0,0.895141444639321
0,0.472253748783689
1,0.9996033370703319
0,0.016495994017721703
0,4.311642831113614e-05
0,0.04114281628214008
1,0.3611822912223568
0,0.0011337364406177651
0,0.233769653327736
1,0.0033576954267177683
1,0.9999113514602027
0,0.19236236383275984
0,0.015124344508610214
0,0.09832793761555979
1,0.9827537577729638
1,0.9995424639476831
1,0.06495473002439033
1,0.9994026202122279
1,0.9977725050491545
0,0.0044645465507961914
0,0.45850041316753437
1,0.974776518691088
1,0.06898483338590745
0,0.008339021272047883
1,0.6469167241220853
0,0.00163194178653682
1,0.7580742981300478
1,0.9979585377509615
1,0.9999984332055566
1,0.9977819416280105
1,0.9998815543403897
1,0.6881432430718254
1,0.8546216614736973
1,0.9995947863645819
0,0.01704177316052928
1,0.9921832362771604
1,0.9997923270929582
1,0.9999862143142417
0,0.00062006781182638
0,0.00041081421821735376
0,0.000380458550864467
0,0.9453327009855306
1,0.9995462811444604
1,0.9276741426355678
0,0.014785055934219554
1,0.9898942659249866
1,0.7213023199605569
1,0.9999285053700253
0,0.0005366978733521435
0,0.7460083529019454
0,0.008396309927132542
1,0.984610368977793
0,0.043259687769941164
1,0.9782229432817238
1,0.9998024351307504
1,0.9999679826541246
1,0.5110255817421078
1,0.99921905550277
1,0.9971409640933683
0,0.042214006816173204
1,0.9999952255747696
1,0.9945853561998332
0,0.03606370581143849
1,0.9785784789125508
0,0.00212705033010831
1,0.9938989474607336
1,0.9997956825033931
0,0.955317676899838
1,0.9749303619580161
0,0.0016392681550499583
0,0.9999712997448417
1,0.8276528095255005
1,0.37567296418500734
0,0.013708910881102147
0,1.2300589478498437e-07
1,0.9999999042727673
0,0.9272455170925898
1,0.9965907701102418
0,0.03952005221321317
0,0.02611249082969615
1,0.9998978735951544
1,0.9808846858729766
1,0.9998887660674176
0,5.020945467283906e-07
1,0.9946457329410358
1,0.9991821317266272
0,0.6012654952914106
0,0.1590827212907855
0,1.400101500483477e-07
1,0.99718706077329
0,0.6146243847795712
0,0.06516263198152675
0,0.9811768541929328
1,0.9673698996738109
0,0.017037974679598313
0,0.12607427638712587
0,0.003149065207567931
1,0.5689059351983955
1,0.9715694686846506
0,4.490221351020441e-07
0,0.0009572761516060054
0,0.0002104716824779641
1,0.9989661516786948
0,0.0007694055671512165
1,0.9999987450796578
1,0.9993359077513498
0,0.048437585812515734
0,0.04127309346773697
0,0.00016770680904171212
0,0.005722491899029065
0,0.002840888364765165
0,0.31648299853950757
0,0.00010773347753168796
1,0.997153601290616
0,0.0062655072943634035
1,0.9998491729406099
0,0.0013117436933755826
1,0.9473640603821145
0,0.2561276956840523
1,0.9998853483581872
0,2.059921836309522e-05
0,0.8496273177646002
1,0.9987554179092162
0,0.00017615214847803412
0,0.007902149428421278
0,0.6758093978146134
0,0.0005427715121140936
