label,prediction
1,0.4999786458307936
1,0.5000007067951555
1,0.5000006331214554
0,0.4999832061752632
0,0.4999723573700292
0,0.4999801819038165
1,0.49998593884606457
0,0.5000259984838937
1,0.5000023249251047
0,0.4999803619769706
0,0.49998373814256586
0,0.5000190009411282
0,0.5001194274594792
1,0.49998697965904987
0,0.49998810450875053
1,0.49999846675581006
0,0.49998763727831536
1,0.49999357320552856
0,0.5000116250265957
0,0.5000911649336957
0,0.49998155132867744
0,0.5000286034435961
1,0.4999958833147919
1,0.4999886063801029
0,0.499975132590199
1,0.4999913715738185
0,0.4999929239838977
0,0.5000069257165747
1,0.4999832697237509
1,0.49998145483894896
1,0.49999845522912056
0,0.4999995061671675
0,0.49999858813698683
1,0.5000000208254582
0,0.5000008467909506
1,0.4999970340440197
1,0.5000078263310531
1,0.49998245825663934
1,0.500008968033614
0,0.49998697037813533
0,0.49998245180933126
1,0.5000036591826345
0,0.4999922358715205
1,0.49999724953946617
1,0.5000030930634846
1,0.499991848614491
1,0.49999105398001464
1,0.500001861563754
0,0.5000328099027375
0,0.49999678980685264
1,0.5000020662364664
1,0.5000041636762029
1,0.5000110164591366
1,0.5000041892909898
0,0.5000283764797953
1,0.5000079767822563
1,0.49999414374835344
0,0.49999382816443816
1,0.499984137578553
0,0.5000295549625754
1,0.5000026805092991
1,0.49998719400350455
0,0.4999932157418552
0,0.4999894187229011
0,0.500039878761196
1,0.5000035991398302
0,0.49997842921709296
0,0.5000038277733195
0,0.49999124384285437
1,0.5000054261555665
0,0.4999734418562013
1,0.5000012686646819
0,0.4999766415495799
1,0.5000104637080297
1,0.5000112386560319
1,0.500011874815222
1,0.499989424113982
0,0.4999874535680998
1,0.49999421106460223
1,0.4999898779582776
0,0.49997024735824963
1,0.50000042644971
0,0.5000038236964035
0,0.49999069901458976
0,0.49999920009204696
1,0.4999889043502347
1,0.49999315672456285
0,0.4999998431692553
0,0.4999922196662555
1,0.4999961759530352
0,0.49996775098035434
0,0.5000309434223156
0,0.4999899427885818
1,0.49999360593897874
1,0.49997861991174153
1,0.49999560029574475
1,0.4999946472014537
1,0.5000196322790913
1,0.4999817988373858
1,0.4999844160843995
1,0.4999918392991163
0,0.5000227951538103
1,0.4999855952798768
0,0.4999873666632928
1,0.500031881583888
1,0.49996909745897633
1,0.5000010359699438
0,0.500018770628136
0,0.500003365359632
0,0.4999688602348597
0,0.4999818997551851
0,0.4999986597731427
1,0.4999962551368806
1,0.5000067298157835
0,0.499986563319616
1,0.5000074305595466
1,0.5000148966853106
1,0.4999933873959768
0,0.49999336403515093
0,0.4999961356107321
0,0.5000217541038792
1,0.4999991784230207
0,0.4999891006287079
0,0.4999969116292552
1,0.49999018142546364
1,0.5000073441204527
1,0.5000056068255567
0,0.4999992309441789
0,0.499985227724755
0,0.49999542343780995
0,0.5000101013284812
1,0.4999792788575552
1,0.49999650669380796
0,0.5000089969360492
0,0.5000004039555263
1,0.49999405580501327
1,0.5000070858450456
1,0.4999820230667976
0,0.5000092306400561
0,0.49999003962354205
0,0.4999894924539232
0,0.5000169483820444
1,0.5000362885863979
1,0.49999858464192026
0,0.5000023346236053
0,0.5000131783906119
0,0.5000143440323772
0,0.5000218949734128
1,0.49999340265780795
1,0.4999869916048423
1,0.4999944280663974
1,0.4999873720729406
1,0.5000181183357536
0,0.4999807521112793
0,0.4999959702993534
1,0.5000092734755971
0,0.49999859054634277
1,0.5000135722212691
1,0.499989407511758
0,0.49999654892426565
1,0.5000020202063258
1,0.49998177520611514
0,0.4999800372989314
1,0.4999812025050005
0,0.4999921946832019
0,0.49998320965570814
1,0.5000060293064181
0,0.49999710626669946
1,0.4999789140625512
0,0.4999948548710516
0,0.5000043583212359
0,0.5000028811187021
1,0.4999897268155716
0,0.4999846985674358
0,0.4999926799275959
1,0.5000123489607017
0,0.49998280163020736
1,0.5000046557081127
1,0.5000354148179671
0,0.4999956854924739
1,0.4999958923524372
1,0.4999911824710499
0,0.49998627055849004
1,0.4999902541174409
0,0.4999830975113752
0,0.5000077020407762
1,0.49999104359399954
1,0.4999845250386929
0,0.49998997629170516
1,0.49999262996948957
0,0.49996950715530897
0,0.4999882298395845
0,0.5000024116095884
1,0.5000060906701986
1,0.49998281031214487
0,0.4999943711266011
0,0.4999736248005213
1,0.49998454797579756
1,0.4999932227948544
1,0.49999380289132195
0,0.5000104000006333
1,0.4999760774397119
1,0.49998123103247516
1,0.5000186333015099
0,0.4999837855795356
1,0.49999362939100206
0,0.5000043547110881
0,0.4999559211425881
1,0.5000049623146116
1,0.49999075896240774
1,0.4999979006416026
0,0.4999867502392666
0,0.4999788355104367
0,0.5000011076178991
1,0.5000115516910828
0,0.49998886863709857
0,0.49999072432707176
1,0.49998625668103425
1,0.5000000475280346
0,0.5000142648939261
0,0.4999862618557368
0,0.49998763650118105
1,0.5000550064929038
0,0.500005021417933
1,0.5000209897955848
1,0.5000040948697523
0,0.4999960405326971
0,0.4999923522556562
1,0.49999776049152533
1,0.5000146885323826
0,0.49999522312038425
1,0.5000275790511649
0,0.5000025714294499
0,0.5000162750317735
0,0.49998301911661697
0,0.49999607840007504
0,0.4999971224263936
1,0.5000232152364706
1,0.5000060514586762
1,0.5000041291892788
1,0.49999206065970614
1,0.500002909168653
0,0.49999583909643897
1,0.5000261651584517
1,0.4999958468637387
0,0.5000252852707672
0,0.49999528639101104
0,0.5000018014900013
1,0.4999817367901823
0,0.499987446974967
0,0.4999793694901867
1,0.4999983800895764
1,0.4999783021928317
0,0.5000001401418538
0,0.49998177570160773
0,0.500013536113464
1,0.500010010121471
0,0.499993146473538
1,0.49998219740759997
1,0.4999910745107633
0,0.499993484040368
1,0.4999727453193188
0,0.4999884953455861
0,0.499987129581251
1,0.4999883341478604
0,0.500007239312094
0,0.500021240491924
1,0.499999138625125
1,0.4999968506045454
0,0.49997659734726724
0,0.5000212981739959
1,0.499994895394392
0,0.5000108979691156
1,0.4999937645537871
0,0.4999833182571357
1,0.4999827258751596
0,0.5000132711457226
0,0.5000173482573843
0,0.5000148070159953
1,0.4999887088732778
0,0.5000083981709941
0,0.49998878051606277
0,0.5000036850515118
0,0.49997993676965496
1,0.5000008054068619
0,0.49998075799771763
1,0.49998157463708365
0,0.5000022278073755
1,0.4999903586889696
1,0.49999261034495746
0,0.500015758858205
0,0.4999984263995341
0,0.49997483824316513
0,0.49997990509908324
0,0.5000002792989559
0,0.5002008768331389
1,0.500022506313247
1,0.4999962972600778
0,0.49998814086767357
0,0.49999695288956897
0,0.4999942953500818
0,0.500017365617377
1,0.499974547178282
